Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement
Israel,Brazil,Proxy War,1969,1858,41330,19378,75374,91.91,14.1,201.7,Desert,1154.4,2.6,14228.3,20317.2,NATO,None,Cyber,1170,192,No,11.86,Yes,Victory_B,39.167,149.256,Arid,Water,No
Russia,Germany,Cold Conflict,1965,1029,13988,40364,163465,5.08,34.6,1382.7,Desert,1249.5,155.5,9827.4,16335.3,NATO,NATO,Conventional,4943,72,Yes,10.01,No,Victory_A,80.164,40.299,Tropical,Land,No
Germany,USA,Proxy War,1970,1618,16827,33426,102796,235.87,21.6,139.3,Mountain,491.4,985.7,6338.3,18203.5,NATO,Regional,Conventional,3227,92,Yes,1.25,Yes,Victory_B,-29.945,57.251,Polar,None,No
Russia,China,Cold Conflict,1994,1923,49071,19380,74833,214.38,-0.6,882.8,Plains,954.2,955.8,22620.3,12211.5,None,None,Nuclear,2562,88,No,9.06,No,Victory_A,44.412,149.225,Polar,Water,Yes
Iran,Germany,Proxy War,2011,1243,3181,34122,177085,117.01,8.3,1760.6,Desert,164.8,452.2,2135.6,11438.4,NATO,NATO,Cyber,2193,138,No,12.66,No,Stalemate,82.19,9.625,Arid,Land,Yes
France,Australia,Cold Conflict,1980,1142,23121,15767,173105,26.92,5.1,928.9,Plains,1041.9,662.7,3858.1,5286.6,Regional,NATO,Nuclear,3583,197,Yes,4.65,No,Stalemate,-72.391,-21.367,Tropical,Land,Yes
Canada,China,Cold Conflict,1991,593,9549,18165,167094,214.69,5.5,2056.2,Urban,231.9,417,8019.6,4216.8,None,None,Conventional,3340,33,No,2.49,Yes,Victory_A,5.256,47.963,Temperate,Water,No
Japan,Turkey,Skirmish,1961,976,15757,48946,17009,394.12,24.2,2466,Plains,962.7,1023.6,22995.1,3856.3,None,NATO,Nuclear,2343,49,Yes,17.3,No,Victory_B,-87.99,19.448,Tropical,Land,Yes
China,Israel,Proxy War,2014,1606,35159,21755,89393,357.67,16.3,1261.3,Plains,591.2,1179.7,14109.6,24794.8,NATO,Regional,Nuclear,2361,171,No,12.51,Yes,Victory_A,58.532,-157.869,Temperate,Oil,No
Turkey,Canada,Proxy War,2022,115,1632,10106,165255,430.41,-8.3,2700.4,Plains,1299.9,1258.8,9335.6,20524.1,None,Regional,Nuclear,2616,13,Yes,3.11,No,Victory_B,-38.36,-115.023,Tropical,Land,Yes
Ukraine,UK,Proxy War,1952,263,37230,6383,51200,4.89,29.5,239.5,Forest,650.8,244.2,10072.9,15657,None,NATO,Mixed,2524,71,No,12.58,No,Victory_A,-30.102,-175.116,Polar,None,Yes
Ukraine,Iran,War,1958,1330,16115,41722,21784,483.21,3.4,2520.3,Mountain,44.2,973.3,20946.1,5368,None,None,Mixed,1142,152,Yes,14.71,No,Victory_A,33.712,-141.061,Polar,Land,Yes
Turkey,UK,Cold Conflict,2000,1678,37856,45176,17450,170.77,34.9,2485.7,Plains,673.5,1348.2,679.2,8448.1,NATO,Regional,Nuclear,2581,195,Yes,11.95,No,Stalemate,52.052,82.746,Tropical,Water,No
Iran,Germany,Proxy War,1965,1446,6444,3425,151124,495.2,32.9,966,Desert,1113.9,911.2,293.4,8776.1,Regional,None,Cyber,3634,177,No,2.32,Yes,Victory_B,-18.002,-178.304,Tropical,Oil,No
UK,Germany,War,1952,207,41298,30883,98379,126.38,32.3,896.1,Forest,906.3,492,1161.7,11947.1,NATO,NATO,Mixed,4569,94,Yes,2.49,No,Victory_B,29.794,-70.414,Polar,Land,Yes
Israel,Iran,Skirmish,1973,1647,48561,3243,124488,235.82,26.5,915.3,Plains,1352.9,890.7,11735.4,10555.7,Regional,Regional,Nuclear,4823,84,No,0.9,Yes,Victory_A,82.144,-18.244,Tropical,Land,No
Germany,Germany,Proxy War,2022,303,9206,35905,167614,177.03,-0.1,2434.2,Forest,1180.7,964.1,14535.4,23354.5,None,None,Conventional,587,159,Yes,4.68,No,Victory_B,69.642,157.612,Tropical,None,No
India,Iran,Proxy War,1962,112,34306,12517,97803,177.94,14,2495,Mountain,737.6,556.5,15615.5,18023,Regional,NATO,Mixed,1189,54,Yes,1.19,No,Victory_A,36.233,-62.277,Arid,None,No
India,China,War,1951,1441,47687,31400,108913,421.16,0.1,989.2,Forest,289.9,146.5,18281.1,2044.3,NATO,None,Conventional,4575,77,Yes,16.11,Yes,Victory_A,79.752,101.927,Arid,Land,Yes
India,Iran,Cold Conflict,2020,1579,9752,26626,161997,373.23,1.7,1777.8,Desert,6.3,849.7,4751.2,9005.3,NATO,Regional,Nuclear,60,152,Yes,0.31,Yes,Victory_B,67.669,-32.844,Arid,None,Yes
China,Canada,Skirmish,1970,1883,24650,28996,156168,496.08,17.5,416.8,Plains,1372.7,1123.2,6564.5,3332.7,NATO,NATO,Nuclear,1840,179,Yes,11.62,Yes,Victory_B,41.222,-144.543,Temperate,Land,No
India,Iran,Proxy War,1968,1309,6489,37543,154786,306.8,-8.2,1406.3,Desert,1313.7,1396.6,6095.2,6991.1,None,NATO,Nuclear,1302,183,Yes,16.2,Yes,Victory_A,75.105,-144.416,Polar,Water,Yes
Australia,Israel,Cold Conflict,1996,1664,22461,27706,155575,231.68,33.6,2996.4,Urban,384.5,313.1,3737.8,23972.7,Regional,None,Conventional,4683,114,No,17.9,Yes,Victory_B,57.13,-24.324,Tropical,Land,No
USA,Turkey,Skirmish,1971,185,35947,40016,4796,45.13,31.3,476.5,Forest,893.9,980.8,6117.4,17634.5,NATO,None,Mixed,4304,123,Yes,8.19,Yes,Victory_B,0.406,-159.162,Polar,Water,Yes
Ukraine,Iran,Civil War,2024,1765,39163,7651,123815,498.28,7.1,2842.7,Forest,1021.2,40.2,15345.2,206.2,NATO,NATO,Nuclear,36,107,No,12.42,Yes,Victory_B,0.411,25.783,Tropical,Oil,No
Germany,Russia,Civil War,1982,901,13803,49358,144339,275.81,13.2,2472.8,Forest,809.6,1357.8,9166.6,8228.2,NATO,Regional,Cyber,1157,149,No,19.02,Yes,Victory_B,-88.418,-2.286,Tropical,Water,No
USA,Iran,Skirmish,1981,221,18742,35536,63234,350.27,11,2916.6,Mountain,1180.3,18.6,19200.1,10973.2,None,Regional,Nuclear,4830,46,No,13.43,No,Stalemate,-84.555,72.913,Polar,Oil,Yes
Canada,Germany,War,2013,1888,41426,47780,88948,203.43,29.7,538.7,Desert,109.9,503,13415.1,15066.5,NATO,None,Mixed,2959,197,No,18.02,Yes,Stalemate,44.321,-113.176,Temperate,Oil,No
Germany,Israel,Skirmish,1988,1468,36609,2346,41885,273.9,21,640.6,Urban,1255.2,107.9,5308.9,12498.2,None,None,Mixed,1420,50,No,13.69,No,Victory_A,9.858,33.455,Temperate,Oil,No
USA,Brazil,Skirmish,2021,1141,13981,39521,9183,471.29,2.5,50.6,Mountain,549.4,869.7,11689.9,1753.6,None,None,Cyber,3323,193,No,1.36,Yes,Victory_A,46.972,-117.172,Temperate,None,No
Germany,Ukraine,War,1991,1094,49337,44001,101395,83.29,10.1,2174.1,Mountain,673.5,476,14838.3,12893.5,NATO,Regional,Nuclear,506,69,Yes,3.94,Yes,Stalemate,80.939,80.004,Temperate,Land,No
Canada,Israel,War,1958,898,15514,7749,40583,146.26,9.3,1932.3,Plains,623.2,1026.4,21656.2,3265.2,None,Regional,Mixed,1614,118,No,18.81,Yes,Victory_A,-8.544,-69.423,Arid,Water,No
Brazil,Australia,Cold Conflict,1974,1094,14429,49763,136526,76.11,33.2,534.2,Urban,744.3,681.4,20844.6,12984.8,None,None,Mixed,1267,86,Yes,16.89,Yes,Stalemate,-74.08,41.19,Polar,Oil,No
Australia,Ukraine,Cold Conflict,1951,622,49250,41309,164461,396.13,-2.1,2373.4,Forest,837.8,587.7,10667.7,6159.3,NATO,None,Mixed,4925,74,Yes,8.45,No,Victory_A,22.781,137.764,Temperate,Water,Yes
China,USA,War,1968,427,22931,988,28775,31.12,-6,897.6,Forest,994.8,488.6,16195.4,3613.4,NATO,NATO,Conventional,972,192,Yes,3.22,Yes,Victory_B,-72.048,-4.236,Temperate,Oil,Yes
China,USA,Civil War,1969,644,41191,42083,176502,40.91,29.6,405,Plains,735.4,121.5,7452.1,7205.2,Regional,NATO,Mixed,449,21,Yes,3.14,Yes,Victory_B,21.835,-110.775,Temperate,None,Yes
Iran,Australia,Civil War,2019,568,7688,29524,179195,149.32,30.4,1267.7,Forest,959,287.5,15828.8,2499.6,NATO,NATO,Mixed,4215,168,Yes,18.1,Yes,Stalemate,4.993,139.004,Temperate,Oil,No
Turkey,Israel,Skirmish,1966,443,1003,41659,191995,257.14,29.2,272.9,Desert,474.3,895.1,22820.7,7106.8,Regional,NATO,Conventional,3380,76,No,3.32,Yes,Stalemate,38.199,-50.911,Arid,Oil,Yes
Israel,China,Proxy War,2017,601,44516,11175,127290,203.2,13,789.7,Forest,1311.4,696,15617.3,21674.6,Regional,None,Nuclear,4729,174,Yes,7.73,Yes,Stalemate,-26.827,82.891,Tropical,Land,No
Ukraine,Australia,Skirmish,1952,1161,42823,22799,172463,22.5,19.7,1114,Desert,91.3,99.1,7601.3,7686.2,Regional,Regional,Cyber,211,187,Yes,18.02,Yes,Stalemate,-64.105,-64.766,Temperate,Water,No
India,Turkey,Skirmish,2000,504,35672,48072,1286,478.75,15.4,2555.6,Plains,764.2,762,16103.1,11760.8,NATO,Regional,Conventional,2331,113,No,0.67,No,Victory_B,-47.482,-72.642,Arid,Land,No
Australia,Ukraine,Proxy War,1975,131,17710,10050,67966,476.44,-6.9,2377.6,Plains,123.3,76.7,22569.8,13000,Regional,NATO,Conventional,3601,149,No,12.61,Yes,Victory_B,33.054,51.13,Arid,None,Yes
Russia,Ukraine,War,2005,218,34152,5513,105531,139.75,16.8,1328.3,Desert,620.4,716.9,3434.8,4465.5,Regional,Regional,Conventional,1064,131,Yes,7.01,No,Stalemate,-3.93,-123.728,Arid,Water,No
India,Germany,Civil War,2013,688,33557,39405,128407,365.79,-9.4,2173.7,Forest,361.4,1351,12066.3,11050.2,Regional,NATO,Mixed,1446,43,No,2.16,No,Stalemate,7.347,132.111,Tropical,None,Yes
Israel,Japan,Skirmish,1957,171,21627,3669,14588,289.33,4.6,1705.9,Plains,1311.7,431,8033.1,21326,NATO,None,Nuclear,3016,40,No,11.35,Yes,Victory_A,-31.86,-40.455,Polar,Oil,No
Ukraine,India,Proxy War,1986,1499,37650,1342,143093,118.81,32,1022.5,Plains,19.3,1013.2,6044.3,2022.4,NATO,NATO,Nuclear,1532,165,Yes,9.7,Yes,Victory_B,60.606,-173.06,Temperate,None,Yes
France,Russia,Cold Conflict,1976,612,29111,37197,99871,131.16,3.7,2177.6,Desert,548.3,1044,9911.3,23071.3,NATO,Regional,Nuclear,2953,144,Yes,1.98,Yes,Victory_B,89.902,-70.043,Tropical,Water,No
Israel,Ukraine,Skirmish,1994,992,37375,30185,38705,245.63,32.3,2050.5,Plains,1095.1,567.4,9855.3,21779.1,NATO,Regional,Cyber,1833,16,Yes,5.34,No,Stalemate,-33.803,102.588,Arid,Water,No
Australia,Brazil,Civil War,1953,1153,34864,10587,60834,209.68,1.3,1857.3,Forest,264.7,831,5268.7,21397.2,None,Regional,Nuclear,2407,172,Yes,14.81,Yes,Victory_A,39.357,129.369,Tropical,Water,Yes
USA,Australia,War,1986,57,32104,18409,122597,145.69,4.2,1853.9,Plains,1142,661.4,10096.6,4971.6,NATO,None,Cyber,3305,45,No,15.12,No,Victory_B,-59.202,24.437,Polar,Land,No
Germany,Canada,Skirmish,2020,1205,24164,30871,118227,403.78,18.3,2048.9,Desert,1203.8,397.4,15847,12113,Regional,NATO,Mixed,4741,135,No,11.97,Yes,Victory_A,43.638,-74.121,Arid,Oil,Yes
Turkey,Iran,Skirmish,1982,246,49681,26738,192411,240.78,24.3,1153.6,Forest,991.5,1056.9,653,15407.7,NATO,None,Nuclear,1356,142,Yes,2.21,Yes,Victory_A,-12.447,10.027,Polar,Water,Yes
Turkey,Japan,Proxy War,1980,144,28802,36263,168532,327.46,12.6,2607.2,Urban,293.5,984.3,24730.7,2507.7,None,None,Cyber,2253,160,Yes,17.06,No,Victory_B,18.955,121.095,Polar,None,No
Russia,Ukraine,Cold Conflict,2004,1075,20265,49692,91032,94.72,29.7,486.9,Desert,381.6,1260.9,7405.6,13925.6,None,NATO,Mixed,3997,176,Yes,3.45,Yes,Victory_B,-47.239,-66.226,Arid,None,Yes
Australia,Australia,Cold Conflict,1961,368,8731,21715,182424,266.8,-8.2,2651.7,Urban,234.5,865.8,15594.9,21002.7,None,Regional,Mixed,2136,9,Yes,14.42,Yes,Victory_A,63.298,-41.243,Temperate,None,Yes
Canada,UK,War,1960,1483,21952,8139,152825,159.06,31.5,1026.8,Plains,258.5,544.8,7095.9,23414.5,NATO,Regional,Cyber,935,189,Yes,0.85,Yes,Victory_A,-58.8,14.29,Polar,Water,No
France,Japan,Civil War,2021,218,4607,8298,44241,263.25,-1.2,375.1,Forest,52.1,999.9,9844.5,6965.4,None,Regional,Mixed,1122,182,Yes,6.64,No,Victory_B,77.149,139.37,Arid,Water,No
Canada,China,War,1981,616,627,34454,54162,390.43,29.8,1800.1,Plains,1200.4,867,13735.4,7225.6,None,Regional,Mixed,1509,57,No,9.57,No,Stalemate,-78.975,29.574,Tropical,None,Yes
China,Russia,Skirmish,2006,1919,29081,3924,11449,384.48,8,1128,Forest,740.4,863.6,15300.2,6775.6,None,None,Nuclear,710,100,Yes,0.56,No,Victory_A,-38.163,-105.259,Tropical,None,No
Iran,France,Skirmish,1987,1591,35864,24099,104415,177.17,27.5,2446.5,Mountain,459.5,1189.9,19263.7,3844.7,NATO,NATO,Cyber,993,190,No,3.43,No,Victory_B,11.33,-147.923,Polar,Oil,No
China,France,Cold Conflict,2009,1281,36335,3536,12735,347.17,20.2,1292.4,Plains,406.1,1274.7,19794.2,10773.5,None,NATO,Mixed,54,138,Yes,6.38,Yes,Victory_A,64.524,-145.795,Arid,Water,No
Israel,Germany,Civil War,1968,1882,47640,28114,87827,470.65,-2.1,2005.7,Plains,763,253.2,12972.4,19613.9,None,NATO,Conventional,1640,34,No,19.65,No,Victory_B,13.864,162.09,Polar,None,No
India,Germany,Proxy War,2005,1180,33571,40957,4537,312.87,31.3,924.8,Plains,458,440.4,1902.4,17805.1,Regional,None,Conventional,2361,95,Yes,15.59,No,Victory_A,-51.1,116.068,Temperate,Water,Yes
USA,China,Civil War,1963,1589,762,16157,12068,74.29,1,628.4,Desert,1209.3,910.8,13949,22509,Regional,Regional,Mixed,3175,85,No,16.81,Yes,Victory_A,64.626,95.708,Tropical,Oil,No
Russia,Canada,Skirmish,1982,442,25040,1410,161947,339.89,1,1164.1,Forest,296.1,780.6,11944.7,8900,Regional,Regional,Nuclear,1756,131,No,13.35,No,Stalemate,17.309,-1.309,Temperate,Land,No
Israel,Germany,Proxy War,1959,841,41982,9919,138872,52.54,26.6,1820.4,Forest,1235.3,913.6,5392.5,14309.8,None,NATO,Conventional,775,116,Yes,5.85,Yes,Victory_A,-48.178,62.114,Polar,Water,Yes
Japan,India,Civil War,2013,956,6356,48333,190078,436.07,-5.2,1970.8,Forest,930.1,606.8,264,19165.7,Regional,Regional,Nuclear,355,65,Yes,14.19,Yes,Victory_A,11.132,-134.161,Temperate,Water,Yes
France,Ukraine,Civil War,2013,699,28532,13557,181351,258.38,0,1734.6,Desert,1339.3,578,7906,22455.4,NATO,None,Mixed,3450,160,Yes,13.47,No,Victory_A,31.554,43.522,Temperate,Oil,Yes
Turkey,Russia,Proxy War,2011,876,8467,577,83270,192.63,12.7,2964.2,Forest,22.1,165.6,6494.6,21795.1,Regional,Regional,Cyber,2742,72,Yes,12.2,Yes,Victory_B,32.495,111.881,Polar,Water,Yes
France,Israel,Skirmish,2017,1686,46328,9006,43168,28.6,27.4,2073.3,Plains,83.7,873.5,12077.9,11643.3,NATO,Regional,Mixed,563,162,Yes,5.97,No,Victory_B,40.321,-157.63,Polar,None,Yes
Israel,Australia,Civil War,1992,776,38165,9968,59665,190.45,-3.4,2794.6,Urban,701.8,246.9,19042.4,22672.4,Regional,Regional,Mixed,2394,37,No,5.26,Yes,Victory_B,71.233,-73.386,Polar,Oil,Yes
Israel,Israel,Proxy War,2008,762,25611,18646,79996,451.61,14.6,353.8,Mountain,1277.4,939.8,10981.6,11107,Regional,NATO,Conventional,2892,184,Yes,6.73,No,Victory_B,58.468,-140.3,Temperate,Land,Yes
Australia,China,Skirmish,2001,945,8673,33376,121919,10.59,22,184.1,Forest,1023.4,1353.9,23789.7,22571.8,Regional,None,Cyber,1526,94,No,6.25,No,Victory_A,19.385,-86.318,Arid,Oil,Yes
India,USA,Proxy War,1968,1834,15682,7419,188412,237.38,28.7,933,Desert,871.4,359.7,5540.6,19426.5,NATO,NATO,Nuclear,4120,32,No,1.56,Yes,Stalemate,-84.21,98.109,Arid,None,No
China,Australia,Proxy War,1970,923,5478,33249,15155,465.59,32.1,409.8,Desert,45.2,199.9,5531.6,5549,NATO,None,Nuclear,4187,171,Yes,16.05,No,Victory_A,44.914,-60.462,Arid,Water,No
Turkey,Australia,Civil War,1971,935,13600,48155,150035,197.48,25.3,1577.6,Forest,496.5,34.8,15115.2,23242.4,Regional,NATO,Cyber,2376,52,Yes,7.39,No,Victory_A,85.493,68.286,Temperate,Oil,No
Iran,UK,Skirmish,1958,1747,405,1945,101614,214.15,19.4,1556.9,Urban,484.8,531,22407.6,6069.2,NATO,None,Nuclear,1561,147,Yes,14.13,No,Stalemate,-34.998,98.389,Tropical,None,No
India,China,Civil War,1958,25,21981,23784,180637,289.32,9.5,1725.1,Forest,759.4,301.2,16799.7,22711.4,Regional,None,Conventional,3019,62,Yes,5.6,No,Stalemate,19.242,113.99,Tropical,None,Yes
Germany,China,War,2022,806,4797,29958,47392,231.52,-5,2235.7,Desert,361.7,689.1,16845.2,15381.6,None,NATO,Mixed,4697,178,No,12.04,Yes,Stalemate,48.36,134.415,Polar,None,Yes
Australia,France,War,1976,1877,7322,45430,112066,84.38,21.9,2914,Mountain,374.8,734.5,20159.1,16687.7,None,NATO,Nuclear,4437,113,No,0.69,No,Stalemate,25.036,35.149,Arid,Oil,Yes
Australia,Brazil,Skirmish,1966,1688,8033,42778,183306,9.38,34.7,2634.8,Urban,869.6,489.7,16720.3,2742.2,None,Regional,Conventional,2944,141,No,2.12,Yes,Stalemate,76.059,-78.97,Tropical,Oil,No
Russia,Israel,Proxy War,1993,1560,17949,26767,60556,304.94,23.2,355.1,Forest,1322.4,1050.1,18986.1,1652.9,NATO,None,Nuclear,3991,34,No,7.29,Yes,Stalemate,-4.799,-125.799,Arid,Oil,Yes
USA,Canada,Civil War,1994,764,24336,25393,25017,460.41,-9.2,1015.5,Mountain,924.6,1266.8,21654.5,24208.8,None,None,Conventional,541,109,Yes,5.37,Yes,Victory_B,5.732,1.335,Temperate,Land,Yes
Iran,Brazil,Civil War,1957,1084,44331,24993,36073,53.27,12.3,767.5,Forest,935.7,296.9,207.7,8429.8,Regional,None,Nuclear,2573,44,No,7.07,No,Stalemate,-83.116,-142.719,Polar,None,No
Ukraine,Iran,Skirmish,1967,1491,33270,4729,54338,105.56,17.7,530.5,Urban,1380.7,1171,22141.7,21110.8,Regional,None,Nuclear,1153,160,Yes,18.61,Yes,Stalemate,72.04,147.861,Polar,Oil,No
Brazil,India,Skirmish,1982,434,13001,5804,124989,185.18,21,1634.2,Desert,215.7,184.5,5389.5,17614.8,NATO,None,Cyber,3589,60,No,1.48,No,Stalemate,-42.789,-20.707,Polar,Oil,Yes
Ukraine,Turkey,War,1950,879,7040,1876,101591,404.39,22.4,1659.8,Urban,48.3,321,22803.5,15107.4,Regional,Regional,Cyber,1746,92,No,9.25,Yes,Stalemate,86.116,134.274,Polar,Water,No
Israel,Iran,Cold Conflict,1955,1090,48890,48381,26672,134.7,15.1,681.7,Plains,1044,786.4,6661.9,17133.4,None,Regional,Conventional,1172,71,No,3.97,Yes,Stalemate,-53.621,75.337,Polar,Water,No
UK,USA,Skirmish,1990,910,19154,48096,45251,441.04,0.1,2135.7,Forest,614.9,429.9,11386.4,2243.8,Regional,Regional,Cyber,1299,180,No,7.12,No,Victory_B,-44.378,128.598,Polar,Oil,No
Turkey,Australia,Cold Conflict,2004,565,40963,31336,16400,27.57,32.4,2198.7,Mountain,600.9,59.4,23347.7,10315.8,NATO,None,Mixed,3732,114,Yes,13.54,Yes,Victory_B,-2.767,138.225,Polar,Oil,Yes
UK,France,Skirmish,1954,1952,43710,1344,54870,470.48,21.3,62.9,Mountain,316.2,413.5,2752.6,15180.8,Regional,NATO,Cyber,3267,77,Yes,19.46,No,Victory_B,28.89,-160.814,Arid,Land,Yes
Australia,USA,Proxy War,2008,106,4644,1433,48759,280.42,0.7,1187.3,Urban,710.1,1266.9,18634.6,21690.4,Regional,NATO,Conventional,4504,49,No,13.89,No,Victory_A,-10.68,81.093,Tropical,Water,No
India,Australia,Proxy War,1967,96,25418,3769,88282,329.42,4.5,2670.4,Urban,619.6,244.7,9817.3,17870,None,None,Cyber,4978,142,Yes,17.7,No,Stalemate,-26.673,-98.443,Arid,Land,Yes
Germany,India,War,1998,1712,6174,17684,158592,183.91,31.5,1561,Urban,484.3,1069.5,612.3,6327.7,NATO,Regional,Conventional,70,41,No,2.95,Yes,Victory_B,7.216,176.147,Arid,Oil,No
Russia,Brazil,War,2014,1575,39718,48447,162011,391.02,29.9,1042.9,Mountain,620.4,1011.5,23478.9,24623.3,None,NATO,Mixed,1222,113,No,3.63,No,Stalemate,82.494,100.225,Tropical,Land,Yes
Japan,China,Cold Conflict,2003,168,33618,27377,141346,83.37,8.2,761,Desert,538,149.6,2954.5,16079.5,Regional,NATO,Conventional,4640,19,No,17.54,No,Stalemate,83.151,-178.645,Arid,None,No
UK,Germany,Skirmish,2010,42,25544,2033,136587,24.55,-8.3,730.1,Mountain,1315.9,461.9,19355.8,12537.9,NATO,Regional,Conventional,4914,91,Yes,12.15,No,Victory_B,-30.952,153.87,Polar,Land,No
Russia,Israel,Civil War,1957,1903,20546,33614,82468,197.82,-7.8,299.3,Desert,1372.4,265.9,9612.9,19536.7,Regional,None,Mixed,601,67,No,15.84,Yes,Victory_B,32.429,-74.77,Arid,Water,Yes
Australia,Germany,War,1952,104,28643,41900,97789,426.86,2.8,2451.7,Urban,1176,33.4,20266.5,15071.5,Regional,None,Mixed,1488,134,Yes,4.46,No,Stalemate,39.944,-30.005,Polar,Water,No
USA,Ukraine,Civil War,1974,1869,24889,24457,55264,377.49,18.3,260,Plains,1386.6,243.1,18759.7,17752.6,None,None,Conventional,3161,65,No,6.97,No,Stalemate,27.615,40.423,Tropical,Water,Yes
Canada,Japan,Civil War,2018,1228,1717,27171,134066,258.63,16.3,876.9,Mountain,372.7,283,15834.1,15432.2,Regional,None,Nuclear,4980,72,Yes,1.62,Yes,Victory_A,-69.658,149.872,Arid,Water,Yes
Ukraine,UK,Skirmish,2004,520,35398,6927,24386,286.11,18.5,137,Urban,1180.3,233.2,23481.2,4479.2,NATO,None,Nuclear,2894,150,No,17.91,Yes,Victory_B,7.106,153.838,Temperate,Oil,No
Germany,Canada,Cold Conflict,1989,1999,3433,30944,38674,65.03,22.3,2344.2,Mountain,569.9,128.4,2482.1,13588.5,NATO,NATO,Conventional,1811,35,No,19.13,No,Stalemate,47.385,22.85,Arid,Water,Yes
Turkey,India,Skirmish,1999,282,40102,49065,65256,420.36,-9.1,117.9,Urban,1044.8,737.3,19966.5,7084.7,None,Regional,Cyber,1772,139,Yes,17.15,No,Victory_A,-53.854,-65.979,Tropical,Oil,No
China,UK,War,1982,1932,22252,25764,44814,393.5,-5.3,924.9,Mountain,282.7,452.4,16772.9,14261.5,None,NATO,Conventional,0,150,No,8.74,No,Stalemate,-27.322,-79.492,Temperate,None,Yes
Israel,Ukraine,Civil War,1967,1067,24191,892,94375,328.27,6.2,1719.9,Forest,1136.9,1271.6,7874.9,3146.3,NATO,NATO,Conventional,4644,138,No,6.82,No,Victory_B,-53.316,-48.817,Polar,Water,Yes
Russia,Ukraine,Skirmish,2006,947,611,39795,45470,233.15,-3,1228.7,Mountain,117.8,262.9,13653.8,5806.8,None,NATO,Cyber,2181,128,No,9.25,No,Stalemate,69.647,-115.015,Temperate,None,No
USA,Canada,Skirmish,1965,1134,47414,17751,104431,482.23,-6.6,846.8,Forest,379.5,844.4,16119.2,20220,Regional,Regional,Mixed,3323,38,No,12.75,Yes,Victory_B,64.536,61.14,Polar,None,No
Japan,Turkey,Skirmish,1987,1234,37950,42610,65721,439.53,18.8,825.6,Desert,1150.9,1261,18409.4,10137.7,NATO,NATO,Conventional,4964,92,No,8.63,Yes,Victory_A,-59.543,10.009,Tropical,Oil,Yes
Brazil,Australia,War,1990,749,16736,39237,146895,322.25,26.7,2393.4,Mountain,1046.3,67,4684.6,16847.9,None,NATO,Nuclear,2777,69,Yes,8.43,No,Stalemate,46.899,98.447,Polar,Land,No
Ukraine,UK,Cold Conflict,1956,1892,20617,47668,107646,185.96,23.9,2921.9,Desert,702.2,723.3,2561.8,12451.2,NATO,None,Mixed,4616,158,Yes,8.62,No,Victory_B,-24.484,-146.12,Tropical,Water,Yes
China,Brazil,Skirmish,2002,831,31886,19174,26497,309.05,26.8,1044.1,Plains,942.2,631.5,2560.4,8524,Regional,Regional,Mixed,908,136,Yes,14.89,No,Victory_A,33.511,-36.034,Arid,Water,Yes
Turkey,Canada,War,2012,49,8920,7974,135155,287.76,20,117.4,Forest,260.6,1300.4,7353.8,12384.4,None,None,Conventional,1922,183,No,15.74,No,Victory_A,-1.194,-93.649,Temperate,Land,No
Ukraine,Ukraine,Civil War,1981,115,36344,16776,186974,197.18,23.1,109.7,Mountain,935.2,929.6,3862.8,20344.4,NATO,None,Nuclear,1986,17,Yes,17.41,Yes,Victory_B,-5.044,12.667,Temperate,Water,No
Australia,Brazil,Proxy War,1987,1179,9278,39732,20547,153.41,2.2,2277.6,Desert,12.2,489.5,13395.7,7047.2,Regional,NATO,Cyber,4042,126,No,4.86,No,Stalemate,68.631,-11.432,Temperate,Oil,Yes
Brazil,China,War,1971,1673,1825,36890,79764,203.56,34.7,1657.1,Urban,1166.7,996.4,10931.6,10541.9,None,None,Cyber,1837,58,No,3.15,No,Victory_B,24.654,-18.156,Polar,Land,Yes
Ukraine,France,Proxy War,1965,503,18577,18132,126942,287,-1.8,2350.8,Desert,723.3,816.1,22327.7,5072.6,NATO,NATO,Cyber,3641,66,Yes,6.9,Yes,Victory_A,-47.562,-66.365,Tropical,Water,Yes
Iran,Brazil,Skirmish,2001,1703,46633,30985,152100,214.12,-0.3,2092.5,Mountain,1321.5,486.7,17937.9,8786.2,Regional,None,Nuclear,500,108,No,8.41,No,Victory_B,-70.063,81.664,Arid,Water,No
Japan,Australia,Skirmish,1978,1857,34569,11108,144004,131.86,3,2722.5,Plains,670,1099.6,5153.2,22128.9,Regional,Regional,Mixed,1822,130,Yes,14.04,Yes,Victory_A,78.013,-6.636,Tropical,Oil,Yes
USA,Germany,War,1965,1735,8596,44970,148067,380.51,33.9,2657.5,Forest,606.9,935.8,1152.7,19645.2,Regional,Regional,Mixed,1331,29,Yes,15.16,No,Victory_A,-62.391,-107.192,Temperate,Water,Yes
